Download Winning Numbers from www.calottery.com on 7/4/2018 5:18:47 PM for MEGA MILLIONS

Draw #     Draw Date             Number_1    Number_2    Number_3    Number_4    Number_5     Mega
------  -----------------        --------    --------    --------    --------    --------    ------

906     Tue. Feb 25, 2014          12          18          25          35          66          15     
905     Fri. Feb 21, 2014          23          29          32          45          46          15     
904     Tue. Feb 18, 2014          23          29          31          37          70          14     
903     Fri. Feb 14, 2014          20          28          35          71          72          7     
902     Tue. Feb 11, 2014          43          64          67          71          73          4     
901     Fri. Feb 07, 2014          11          21          23          35          64          10     
900     Tue. Feb 04, 2014          25          44          49          60          73          9     
899     Fri. Jan 31, 2014          3          9          13          47          52          8     
898     Tue. Jan 28, 2014          7          16          28          53          60          2     
897     Fri. Jan 24, 2014          22          45          46          47          65          10     
896     Tue. Jan 21, 2014          8          23          33          45          52          4     
895     Fri. Jan 17, 2014          1          10          26          31          51          11     
894     Tue. Jan 14, 2014          4          23          26          62          69          13     
893     Fri. Jan 10, 2014          8          28          36          37          57          8     
892     Tue. Jan 07, 2014          13          34          56          62          64          6     
891     Fri. Jan 03, 2014          22          24          25          40          70          5     
890     Tue. Dec 31, 2013          8          12          34          52          58          8     
889     Fri. Dec 27, 2013          4          15          35          48          49          11     
888     Tue. Dec 24, 2013          23          34          53          58          73          2     
887     Fri. Dec 20, 2013          3          4          31          49          57          6     
886     Tue. Dec 17, 2013          8          14          17          20          39          7     
885     Fri. Dec 13, 2013          19          24          26          27          70          12     
884     Tue. Dec 10, 2013          5          12          22          41          65          13     
883     Fri. Dec 06, 2013          11          29          44          63          64          3     
882     Tue. Dec 03, 2013          7          12          41          44          59          3     
881     Fri. Nov 29, 2013          9          41          43          47          57          5     
880     Tue. Nov 26, 2013          27          44          59          74          75          3     
879     Fri. Nov 22, 2013          17          23          35          36          44          8     
878     Tue. Nov 19, 2013          14          15          29          49          63          2     
877     Fri. Nov 15, 2013          25          44          49          54          63          8     
876     Tue. Nov 12, 2013          20          30          32          42          71          15     
875     Fri. Nov 08, 2013          41          42          51          57          65          7     
874     Tue. Nov 05, 2013          2          11          42          64          74          2     
873     Fri. Nov 01, 2013          32          35          49          62          67          1     
872     Tue. Oct 29, 2013          20          33          50          53          54          7     
871     Fri. Oct 25, 2013          6          16          45          54          60          15     
870     Tue. Oct 22, 2013          2          3          19          52          71          14     
869     Fri. Oct 18, 2013          5          20          45          48          56          1     
868     Tue. Oct 15, 2013          4          23          30          43          50          11     
867     Fri. Oct 11, 2013          3          27          37          45          48          46     
866     Tue. Oct 08, 2013          6          15          19          23          40          5     
865     Fri. Oct 04, 2013          4          16          24          25          44          5     
864     Tue. Oct 01, 2013          7          10          30          37          53          1     
863     Fri. Sep 27, 2013          9          23          27          49          51          38     
862     Tue. Sep 24, 2013          4          11          32          39          40          33     
861     Fri. Sep 20, 2013          1          15          20          21          47          34     
860     Tue. Sep 17, 2013          6          15          27          31          39          25     
859     Fri. Sep 13, 2013          9          22          28          48          54          8     
858     Tue. Sep 10, 2013          2          12          18          54          56          1     
857     Fri. Sep 06, 2013          2          16          17          22          41          31     
856     Tue. Sep 03, 2013          4          13          14          28          41          28     
855     Fri. Aug 30, 2013          6          19          24          43          44          33     
854     Tue. Aug 27, 2013          4          7          30          36          38          38     
853     Fri. Aug 23, 2013          1          9          17          20          53          14     
852     Tue. Aug 20, 2013          13          28          35          38          41          33     
851     Fri. Aug 16, 2013          7          13          26          36          46          37     
850     Tue. Aug 13, 2013          2          31          32          37          41          40     
849     Fri. Aug 09, 2013          11          20          30          34          38          12     
848     Tue. Aug 06, 2013          1          11          16          51          55          41     
847     Fri. Aug 02, 2013          8          21          23          25          39          4     
846     Tue. Jul 30, 2013          25          27          36          42          44          39     
845     Fri. Jul 26, 2013          4          22          23          27          38          42     
844     Tue. Jul 23, 2013          25          32          35          50          51          46     
843     Fri. Jul 19, 2013          16          20          24          39          42          46     
842     Tue. Jul 16, 2013          10          14          21          40          53          20     
841     Fri. Jul 12, 2013          4          5          25          27          51          10     
840     Tue. Jul 09, 2013          3          21          43          45          48          14     
839     Fri. Jul 05, 2013          2          23          41          47          54          42     
838     Tue. Jul 02, 2013          36          42          51          52          53          40     
837     Fri. Jun 28, 2013          8          15          35          46          52          38     
836     Tue. Jun 25, 2013          3          5          28          33          51          16     
835     Fri. Jun 21, 2013          3          14          17          40          50          3     
834     Tue. Jun 18, 2013          6          17          34          40          48          30     
833     Fri. Jun 14, 2013          2          5          31          33          34          20     
832     Tue. Jun 11, 2013          15          40          45          50          53          28     
831     Fri. Jun 07, 2013          1          10          37          48          55          21     
830     Tue. Jun 04, 2013          10          11          12          20          55          19     
829     Fri. May 31, 2013          2          20          26          44          46          26     
828     Tue. May 28, 2013          4          12          25          32          54          36     
827     Fri. May 24, 2013          4          5          16          18          53          28     
826     Tue. May 21, 2013          2          15          17          48          55          11     
825     Fri. May 17, 2013          11          15          35          43          49          41     
824     Tue. May 14, 2013          6          10          12          28          32          38     
823     Fri. May 10, 2013          1          19          20          39          49          28     
822     Tue. May 07, 2013          1          6          13          20          51          31     
821     Fri. May 03, 2013          2          20          34          42          54          39     
820     Tue. Apr 30, 2013          21          30          34          39          49          43     
819     Fri. Apr 26, 2013          17          42          49          54          55          31     
818     Tue. Apr 23, 2013          9          21          22          32          50          10     
817     Fri. Apr 19, 2013          6          8          12          22          43          28     
816     Tue. Apr 16, 2013          2          5          15          18          39          42     
815     Fri. Apr 12, 2013          1          10          13          19          21          28     
814     Tue. Apr 09, 2013          17          30          41          48          54          13     
813     Fri. Apr 05, 2013          8          15          23          36          41          5     
812     Tue. Apr 02, 2013          7          10          14          40          47          34     
811     Fri. Mar 29, 2013          25          31          36          46          53          21     
810     Tue. Mar 26, 2013          20          33          46          49          51          46     
809     Fri. Mar 22, 2013          14          27          34          37          41          38     
808     Tue. Mar 19, 2013          3          6          14          21          37          35     
807     Fri. Mar 15, 2013          4          8          17          22          32          8     
806     Tue. Mar 12, 2013          9          12          19          20          30          39     
805     Fri. Mar 08, 2013          4          11          25          34          35          44     
804     Tue. Mar 05, 2013          6          20          39          41          46          42     
803     Fri. Mar 01, 2013          17          30          38          43          51          20     
802     Tue. Feb 26, 2013          6          7          13          15          43          7     
801     Fri. Feb 22, 2013          9          13          24          38          49          30     
800     Tue. Feb 19, 2013          1          15          19          30          56          28     
799     Fri. Feb 15, 2013          11          35          41          42          44          42     
798     Tue. Feb 12, 2013          9          22          32          38          55          44     
797     Fri. Feb 08, 2013          6          15          20          39          50          5     
796     Tue. Feb 05, 2013          2          5          10          26          44          46     
795     Fri. Feb 01, 2013          1          30          32          40          41          17     
794     Tue. Jan 29, 2013          8          12          27          46          47          6     
793     Fri. Jan 25, 2013          11          12          17          31          48          1     
792     Tue. Jan 22, 2013          7          11          16          39          54          13     
791     Fri. Jan 18, 2013          8          18          25          42          49          14     
790     Tue. Jan 15, 2013          1          6          12          19          41          14     
789     Fri. Jan 11, 2013          24          29          30          34          56          1     
788     Tue. Jan 08, 2013          3          20          21          38          42          19     
787     Fri. Jan 04, 2013          1          2          23          25          55          39     
786     Tue. Jan 01, 2013          4          11          21          25          44          29     
785     Fri. Dec 28, 2012          10          13          32          40          41          32     
784     Tue. Dec 25, 2012          2          3          18          34          48          36     
783     Fri. Dec 21, 2012          3          18          32          41          56          19     
782     Tue. Dec 18, 2012          1          6          7          18          29          16     
781     Fri. Dec 14, 2012          11          28          33          41          43          41     
780     Tue. Dec 11, 2012          39          44          51          52          54          13     
779     Fri. Dec 07, 2012          7          43          44          51          56          4     
778     Tue. Dec 04, 2012          3          19          24          32          43          44     
777     Fri. Nov 30, 2012          11          22          24          28          31          46     
776     Tue. Nov 27, 2012          5          12          26          42          49          24     
775     Fri. Nov 23, 2012          8          37          44          47          48          27     
774     Tue. Nov 20, 2012          9          13          22          38          52          44     
773     Fri. Nov 16, 2012          5          24          26          29          53          36     
772     Tue. Nov 13, 2012          6          12          31          46          56          34     
771     Fri. Nov 09, 2012          18          22          33          35          40          11     
770     Tue. Nov 06, 2012          3          5          13          32          35          6     
769     Fri. Nov 02, 2012          4          18          22          38          44          24     
768     Tue. Oct 30, 2012          5          12          18          29          56          38     
767     Fri. Oct 26, 2012          4          15          24          36          40          44     
766     Tue. Oct 23, 2012          1          17          42          46          55          1     
765     Fri. Oct 19, 2012          14          34          36          48          53          42     
764     Tue. Oct 16, 2012          13          37          40          46          52          29     
763     Fri. Oct 12, 2012          6          10          24          26          42          15     
762     Tue. Oct 09, 2012          6          15          16          22          37          3     
761     Fri. Oct 05, 2012          8          9          16          32          39          15     
760     Tue. Oct 02, 2012          10          11          20          42          55          9     
759     Fri. Sep 28, 2012          6          8          14          43          56          28     
758     Tue. Sep 25, 2012          7          8          23          50          51          26     
757     Fri. Sep 21, 2012          3          13          14          46          55          34     
756     Tue. Sep 18, 2012          5          9          22          36          49          36     
755     Fri. Sep 14, 2012          16          17          21          40          51          20     
754     Tue. Sep 11, 2012          5          11          20          33          36          11     
753     Fri. Sep 07, 2012          15          32          38          42          46          31     
752     Tue. Sep 04, 2012          16          32          39          41          53          16     
751     Fri. Aug 31, 2012          31          40          41          47          48          45     
750     Tue. Aug 28, 2012          4          9          40          45          50          39     
749     Fri. Aug 24, 2012          25          34          45          46          49          34     
748     Tue. Aug 21, 2012          5          13          20          23          33          30     
747     Fri. Aug 17, 2012          8          20          24          35          56          24     
746     Tue. Aug 14, 2012          15          23          34          39          55          32     
745     Fri. Aug 10, 2012          10          18          36          38          44          8     
744     Tue. Aug 07, 2012          30          32          33          42          48          7     
743     Fri. Aug 03, 2012          2          10          13          38          46          2     
742     Tue. Jul 31, 2012          5          18          21          29          41          37     
741     Fri. Jul 27, 2012          2          3          4          8          43          26     
740     Tue. Jul 24, 2012          5          9          38          46          51          5     
739     Fri. Jul 20, 2012          2          44          48          50          52          3     
738     Tue. Jul 17, 2012          1          13          21          49          55          17     
737     Fri. Jul 13, 2012          6          7          13          24          46          34     
736     Tue. Jul 10, 2012          3          11          19          23          36          21     
735     Fri. Jul 06, 2012          20          23          28          35          39          21     
734     Tue. Jul 03, 2012          3          4          24          36          52          45     
733     Fri. Jun 29, 2012          28          34          39          45          53          34     
732     Tue. Jun 26, 2012          3          16          23          35          36          20     
731     Fri. Jun 22, 2012          10          16          19          32          36          13     
730     Tue. Jun 19, 2012          11          21          27          30          53          11     
729     Fri. Jun 15, 2012          8          12          18          30          40          4     
728     Tue. Jun 12, 2012          2          9          17          34          50          45     
727     Fri. Jun 08, 2012          4          9          34          40          48          25     
726     Tue. Jun 05, 2012          37          39          42          53          55          22     
725     Fri. Jun 01, 2012          2          27          38          46          52          45     
724     Tue. May 29, 2012          2          14          29          53          55          31     
723     Fri. May 25, 2012          9          15          21          40          54          11     
722     Tue. May 22, 2012          10          14          35          43          52          16     
721     Fri. May 18, 2012          3          11          22          34          49          1     
720     Tue. May 15, 2012          10          11          12          14          24          6     
719     Fri. May 11, 2012          3          15          29          35          54          8     
718     Tue. May 08, 2012          2          6          8          18          51          19     
717     Fri. May 04, 2012          4          11          21          42          53          38     
716     Tue. May 01, 2012          24          27          31          45          52          38     
715     Fri. Apr 27, 2012          2          5          45          46          47          37     
714     Tue. Apr 24, 2012          3          9          15          37          38          39     
713     Fri. Apr 20, 2012          14          23          26          33          35          40     
712     Tue. Apr 17, 2012          1          16          24          32          48          2     
711     Fri. Apr 13, 2012          9          14          17          36          42          33     
710     Tue. Apr 10, 2012          2          6          12          31          48          25     
709     Fri. Apr 06, 2012          2          19          20          24          33          39     
708     Tue. Apr 03, 2012          11          35          38          41          52          40     
707     Fri. Mar 30, 2012          2          4          23          38          46          23     
706     Tue. Mar 27, 2012          9          19          34          44          51          24     
705     Fri. Mar 23, 2012          6          17          19          20          21          20     
704     Tue. Mar 20, 2012          1          4          6          11          14          30     
703     Fri. Mar 16, 2012          28          29          43          51          53          7     
702     Tue. Mar 13, 2012          2          8          30          36          48          31     
701     Fri. Mar 09, 2012          9          10          27          36          42          11     
700     Tue. Mar 06, 2012          20          24          31          33          36          44     
699     Fri. Mar 02, 2012          16          29          48          52          54          5     
698     Tue. Feb 28, 2012          6          15          29          39          51          36     
697     Fri. Feb 24, 2012          1          16          18          25          27          3     
696     Tue. Feb 21, 2012          9          30          39          42          47          37     
695     Fri. Feb 17, 2012          16          25          28          32          40          3     
694     Tue. Feb 14, 2012          3          5          10          26          27          27     
693     Fri. Feb 10, 2012          3          4          18          29          50          20     
692     Tue. Feb 07, 2012          17          23          30          37          45          4     
691     Fri. Feb 03, 2012          7          19          21          49          53          35     
690     Tue. Jan 31, 2012          9          17          18          28          43          9     
689     Fri. Jan 27, 2012          3          5          30          36          48          23     
688     Tue. Jan 24, 2012          10          22          24          36          49          33     
687     Fri. Jan 20, 2012          1          9          28          38          47          8     
686     Tue. Jan 17, 2012          3          15          31          36          53          27     
685     Fri. Jan 13, 2012          10          27          28          37          51          19     
684     Tue. Jan 10, 2012          4          10          16          38          48          34     
683     Fri. Jan 06, 2012          9          17          28          34          48          46     
682     Tue. Jan 03, 2012          2          3          15          22          36          23     
681     Fri. Dec 30, 2011          4          24          45          46          52          1     
680     Tue. Dec 27, 2011          23          32          33          39          43          8     
679     Fri. Dec 23, 2011          3          5          8          18          29          14     
678     Tue. Dec 20, 2011          20          24          27          45          51          31     
677     Fri. Dec 16, 2011          2          4          26          36          39          27     
676     Tue. Dec 13, 2011          5          6          22          26          41          6     
675     Fri. Dec 09, 2011          4          12          29          49          51          44     
674     Tue. Dec 06, 2011          7          21          29          35          49          39     
673     Fri. Dec 02, 2011          24          30          48          51          56          45     
672     Tue. Nov 29, 2011          17          29          43          48          52          36     
671     Fri. Nov 25, 2011          22          28          42          49          54          43     
670     Tue. Nov 22, 2011          4          16          23          33          48          38     
669     Fri. Nov 18, 2011          4          13          33          39          55          3     
668     Tue. Nov 15, 2011          3          6          24          30          33          21     
667     Fri. Nov 11, 2011          2          16          22          29          50          27     
666     Tue. Nov 08, 2011          5          31          45          47          54          4     
665     Fri. Nov 04, 2011          26          30          32          33          44          1     
664     Tue. Nov 01, 2011          27          31          39          40          46          36     
663     Fri. Oct 28, 2011          13          31          49          52          56          41     
662     Tue. Oct 25, 2011          13          33          40          44          46          8     
661     Fri. Oct 21, 2011          6          21          35          37          38          17     
660     Tue. Oct 18, 2011          24          25          45          47          53          42     
659     Fri. Oct 14, 2011          13          35          42          45          54          26     
658     Tue. Oct 11, 2011          25          34          38          44          56          27     
657     Fri. Oct 07, 2011          5          15          19          23          38          19     
656     Tue. Oct 04, 2011          3          26          40          45          52          11     
655     Fri. Sep 30, 2011          3          19          21          44          45          29     
654     Tue. Sep 27, 2011          2          20          28          36          45          37     
653     Fri. Sep 23, 2011          21          27          32          40          52          36     
652     Tue. Sep 20, 2011          6          29          38          50          51          39     
651     Fri. Sep 16, 2011          6          23          41          45          56          24     
650     Tue. Sep 13, 2011          22          31          43          48          56          45     
649     Fri. Sep 09, 2011          7          12          19          23          31          45     
648     Tue. Sep 06, 2011          1          36          38          42          49          19     
647     Fri. Sep 02, 2011          25          44          48          49          55          20     
646     Tue. Aug 30, 2011          2          22          25          28          50          18     
645     Fri. Aug 26, 2011          2          3          27          30          47          36     
644     Tue. Aug 23, 2011          11          21          44          48          49          23     
643     Fri. Aug 19, 2011          5          15          53          54          56          22     
642     Tue. Aug 16, 2011          4          38          41          42          43          44     
641     Fri. Aug 12, 2011          9          43          51          54          55          13     
640     Tue. Aug 09, 2011          11          19          39          45          54          15     
639     Fri. Aug 05, 2011          6          24          28          33          42          19     
638     Tue. Aug 02, 2011          14          17          19          20          32          28     
637     Fri. Jul 29, 2011          8          10          22          47          48          35     
636     Tue. Jul 26, 2011          20          25          35          52          55          10     
635     Fri. Jul 22, 2011          23          31          32          39          56          38     
634     Tue. Jul 19, 2011          2          9          10          16          35          40     
633     Fri. Jul 15, 2011          16          29          30          46          56          6     
632     Tue. Jul 12, 2011          3          9          11          44          49          9     
631     Fri. Jul 08, 2011          1          2          22          37          50          45     
630     Tue. Jul 05, 2011          1          10          13          18          46          19     
629     Fri. Jul 01, 2011          12          17          30          35          47          26     
628     Tue. Jun 28, 2011          12          17          27          47          48          33     
627     Fri. Jun 24, 2011          10          14          40          49          51          4     
626     Tue. Jun 21, 2011          11          24          25          31          46          17     
625     Fri. Jun 17, 2011          12          29          46          47          51          24     
624     Tue. Jun 14, 2011          9          10          20          51          53          24     
623     Fri. Jun 10, 2011          18          21          27          37          38          7     
622     Tue. Jun 07, 2011          29          32          35          47          52          13     
621     Fri. Jun 03, 2011          20          23          41          49          53          31     
620     Tue. May 31, 2011          28          30          31          37          55          13     
619     Fri. May 27, 2011          5          7          14          28          56          10     
618     Tue. May 24, 2011          9          12          21          42          43          42     
617     Fri. May 20, 2011          10          17          19          45          48          30     
616     Tue. May 17, 2011          1          2          17          25          48          45     
615     Fri. May 13, 2011          3          33          39          47          53          9     
614     Tue. May 10, 2011          11          16          34          40          51          34     
613     Fri. May 06, 2011          6          18          26          37          41          9     
612     Tue. May 03, 2011          1          16          29          36          50          16     
611     Fri. Apr 29, 2011          9          10          11          33          51          29     
610     Tue. Apr 26, 2011          19          29          32          38          55          15     
609     Fri. Apr 22, 2011          3          18          46          51          53          17     
608     Tue. Apr 19, 2011          20          24          32          45          51          43     
607     Fri. Apr 15, 2011          22          23          33          39          48          29     
606     Tue. Apr 12, 2011          10          23          39          41          45          15     
605     Fri. Apr 08, 2011          6          40          45          50          56          11     
604     Tue. Apr 05, 2011          1          19          20          31          36          9     
603     Fri. Apr 01, 2011          13          14          35          36          53          19     
602     Tue. Mar 29, 2011          6          15          23          34          38          43     
601     Fri. Mar 25, 2011          22          24          31          52          54          4     
600     Tue. Mar 22, 2011          1          14          35          50          53          43     
599     Fri. Mar 18, 2011          14          33          34          54          56          37     
598     Tue. Mar 15, 2011          10          11          12          28          43          45     
597     Fri. Mar 11, 2011          14          19          21          42          45          6     
596     Tue. Mar 08, 2011          3          17          19          41          55          24     
595     Fri. Mar 04, 2011          8          10          15          23          41          7     
594     Tue. Mar 01, 2011          1          12          19          20          47          25     
593     Fri. Feb 25, 2011          4          5          17          19          50          7     
592     Tue. Feb 22, 2011          15          22          23          48          55          31     
591     Fri. Feb 18, 2011          5          6          7          30          45          42     
590     Tue. Feb 15, 2011          17          18          24          35          39          18     
589     Fri. Feb 11, 2011          8          9          17          32          34          13     
588     Tue. Feb 08, 2011          25          35          36          47          48          18     
587     Fri. Feb 04, 2011          6          20          29          48          55          6     
586     Tue. Feb 01, 2011          16          22          23          26          35          31     
585     Fri. Jan 28, 2011          14          33          48          49          50          18     
584     Tue. Jan 25, 2011          5          8          31          46          50          4     
583     Fri. Jan 21, 2011          5          9          21          35          38          20     
582     Tue. Jan 18, 2011          4          27          29          38          45          5     
581     Fri. Jan 14, 2011          2          15          17          33          35          8     
580     Tue. Jan 11, 2011          1          4          11          16          45          37     
579     Fri. Jan 07, 2011          4          22          42          46          53          20     
578     Tue. Jan 04, 2011          4          8          15          25          47          42     
577     Fri. Dec 31, 2010          10          12          13          35          56          9     
576     Tue. Dec 28, 2010          6          18          36          40          49          7     
575     Fri. Dec 24, 2010          15          16          27          40          52          16     
574     Tue. Dec 21, 2010          8          11          12          31          32          29     
573     Fri. Dec 17, 2010          11          20          26          46          53          12     
572     Tue. Dec 14, 2010          18          22          25          31          38          29     
571     Fri. Dec 10, 2010          23          27          33          44          46          36     
570     Tue. Dec 07, 2010          4          38          45          53          54          9     
569     Fri. Dec 03, 2010          6          11          12          18          56          12     
568     Tue. Nov 30, 2010          11          16          19          47          53          2     
567     Fri. Nov 26, 2010          5          9          34          43          47          8     
566     Tue. Nov 23, 2010          2          6          12          34          35          33     
565     Fri. Nov 19, 2010          7          14          31          51          54          35     
564     Tue. Nov 16, 2010          1          26          27          39          46          21     
563     Fri. Nov 12, 2010          9          26          28          35          38          10     
562     Tue. Nov 09, 2010          8          26          28          33          53          11     
561     Fri. Nov 05, 2010          19          25          34          46          53          15     
560     Tue. Nov 02, 2010          1          3          12          16          54          46     
559     Fri. Oct 29, 2010          4          19          26          28          39          14     
558     Tue. Oct 26, 2010          15          21          30          31          32          26     
557     Fri. Oct 22, 2010          2          7          18          32          53          18     
556     Tue. Oct 19, 2010          2          9          14          37          42          41     
555     Fri. Oct 15, 2010          9          10          13          31          50          10     
554     Tue. Oct 12, 2010          10          31          36          37          43          15     
553     Fri. Oct 08, 2010          24          29          37          48          50          19     
552     Tue. Oct 05, 2010          10          19          24          37          44          27     
551     Fri. Oct 01, 2010          3          8          21          28          52          43     
550     Tue. Sep 28, 2010          2          10          13          36          38          18     
549     Fri. Sep 24, 2010          2          28          38          42          55          25     
548     Tue. Sep 21, 2010          3          20          43          47          52          26     
547     Fri. Sep 17, 2010          3          4          14          18          27          13     
546     Tue. Sep 14, 2010          6          14          50          55          56          1     
545     Fri. Sep 10, 2010          11          12          17          21          23          20     
544     Tue. Sep 07, 2010          8          18          22          24          38          23     
543     Fri. Sep 03, 2010          10          13          20          28          36          9     
542     Tue. Aug 31, 2010          10          20          29          47          48          38     
541     Fri. Aug 27, 2010          4          10          26          32          41          31     
540     Tue. Aug 24, 2010          4          23          24          28          32          31     
539     Fri. Aug 20, 2010          4          13          20          29          48          36     
538     Tue. Aug 17, 2010          11          19          40          43          44          33     
537     Fri. Aug 13, 2010          6          17          24          43          55          36     
536     Tue. Aug 10, 2010          2          14          26          50          56          12     
535     Fri. Aug 06, 2010          7          13          30          33          54          30     
534     Tue. Aug 03, 2010          4          13          20          22          56          32     
533     Fri. Jul 30, 2010          11          30          40          48          52          42     
532     Tue. Jul 27, 2010          2          7          10          16          29          8     
531     Fri. Jul 23, 2010          16          19          39          44          49          26     
530     Tue. Jul 20, 2010          12          18          28          36          43          19     
529     Fri. Jul 16, 2010          2          15          18          20          39          34     
528     Tue. Jul 13, 2010          7          11          14          15          34          14     
527     Fri. Jul 09, 2010          1          31          33          34          50          41     
526     Tue. Jul 06, 2010          8          18          45          47          50          36     
525     Fri. Jul 02, 2010          1          10          12          32          36          25     
524     Tue. Jun 29, 2010          3          4          15          27          37          35     
523     Fri. Jun 25, 2010          1          2          13          19          27          21     
522     Tue. Jun 22, 2010          12          17          21          23          30          24     
521     Fri. Jun 18, 2010          11          36          37          41          55          7     
520     Tue. Jun 15, 2010          4          12          13          21          27          46     
519     Fri. Jun 11, 2010          6          13          33          34          42          25     
518     Tue. Jun 08, 2010          12          18          28          48          54          6     
517     Fri. Jun 04, 2010          12          13          15          17          50          23     
516     Tue. Jun 01, 2010          12          27          44          45          51          30     
515     Fri. May 28, 2010          3          11          20          29          39          26     
514     Tue. May 25, 2010          5          14          17          19          24          25     
513     Fri. May 21, 2010          15          20          23          26          30          17     
512     Tue. May 18, 2010          11          13          19          37          40          26     
511     Fri. May 14, 2010          20          21          40          47          56          12     
510     Tue. May 11, 2010          26          33          43          46          54          9     
509     Fri. May 07, 2010          2          7          20          34          50          40     
508     Tue. May 04, 2010          9          21          31          36          43          8     
507     Fri. Apr 30, 2010          14          20          41          47          53          40     
506     Tue. Apr 27, 2010          23          37          41          50          55          6     
505     Fri. Apr 23, 2010          19          26          28          37          52          18     
504     Tue. Apr 20, 2010          5          8          10          34          42          25     
503     Fri. Apr 16, 2010          10          16          31          48          50          44     
502     Tue. Apr 13, 2010          3          12          27          39          47          32     
501     Fri. Apr 09, 2010          15          18          39          48          53          3     
500     Tue. Apr 06, 2010          16          43          44          52          56          26     
499     Fri. Apr 02, 2010          2          17          22          30          31          19     
498     Tue. Mar 30, 2010          1          11          24          38          44          41     
497     Fri. Mar 26, 2010          23          41          46          47          52          22     
496     Tue. Mar 23, 2010          3          25          28          29          40          13     
495     Fri. Mar 19, 2010          10          31          45          50          54          25     
494     Tue. Mar 16, 2010          3          22          48          52          56          13     
493     Fri. Mar 12, 2010          2          15          25          48          53          41     
492     Tue. Mar 09, 2010          14          16          18          19          29          16     
491     Fri. Mar 05, 2010          11          31          34          44          52          32     
490     Tue. Mar 02, 2010          9          12          47          48          56          25     
489     Fri. Feb 26, 2010          4          14          29          54          56          40     
488     Tue. Feb 23, 2010          4          16          36          40          53          18     
487     Fri. Feb 19, 2010          1          22          39          42          46          36     
486     Tue. Feb 16, 2010          11          12          21          29          45          5     
485     Fri. Feb 12, 2010          14          16          17          33          47          23     
484     Tue. Feb 09, 2010          2          17          20          26          48          12     
483     Fri. Feb 05, 2010          10          20          45          51          53          41     
482     Tue. Feb 02, 2010          6          7          26          27          49          9     
481     Fri. Jan 29, 2010          1          10          22          23          38          19     
480     Tue. Jan 26, 2010          7          8          38          39          48          22     
479     Fri. Jan 22, 2010          8          13          27          28          52          9     
478     Tue. Jan 19, 2010          4          5          34          38          41          18     
477     Fri. Jan 15, 2010          4          7          19          21          38          29     
476     Tue. Jan 12, 2010          5          9          31          37          56          16     
475     Fri. Jan 08, 2010          18          20          31          36          43          33     
474     Tue. Jan 05, 2010          13          28          39          50          55          10     
473     Fri. Jan 01, 2010          6          8          27          40          41          21     
472     Tue. Dec 29, 2009          2          5          29          35          51          3     
471     Fri. Dec 25, 2009          4          16          44          52          54          20     
470     Tue. Dec 22, 2009          3          33          35          39          45          13     
469     Fri. Dec 18, 2009          10          20          30          44          49          24     
468     Tue. Dec 15, 2009          27          31          32          36          47          35     
467     Fri. Dec 11, 2009          2          21          27          34          44          45     
466     Tue. Dec 08, 2009          20          23          28          30          46          29     
465     Fri. Dec 04, 2009          4          33          41          51          56          38     
464     Tue. Dec 01, 2009          17          30          39          52          53          21     
463     Fri. Nov 27, 2009          12          25          37          39          45          11     
462     Tue. Nov 24, 2009          10          11          35          37          50          12     
461     Fri. Nov 20, 2009          3          4          7          16          56          39     
460     Tue. Nov 17, 2009          8          22          27          49          50          28     
459     Fri. Nov 13, 2009          27          43          45          49          54          44     
458     Tue. Nov 10, 2009          8          21          29          34          37          15     
457     Fri. Nov 06, 2009          7          11          27          40          46          8     
456     Tue. Nov 03, 2009          5          18          23          31          38          20     
455     Fri. Oct 30, 2009          4          15          17          29          38          20     
454     Tue. Oct 27, 2009          7          13          37          46          51          2     
453     Fri. Oct 23, 2009          27          45          48          54          56          2     
452     Tue. Oct 20, 2009          13          17          25          45          55          8     
451     Fri. Oct 16, 2009          10          13          18          33          51          43     
450     Tue. Oct 13, 2009          17          31          34          45          51          24     
449     Fri. Oct 09, 2009          3          14          21          24          51          14     
448     Tue. Oct 06, 2009          9          33          51          53          56          39     
447     Fri. Oct 02, 2009          15          24          51          53          55          11     
446     Tue. Sep 29, 2009          2          21          25          45          50          21     
445     Fri. Sep 25, 2009          7          27          42          49          52          19     
444     Tue. Sep 22, 2009          26          29          33          39          46          24     
443     Fri. Sep 18, 2009          18          27          31          36          52          33     
442     Tue. Sep 15, 2009          29          30          32          35          41          39     
441     Fri. Sep 11, 2009          16          27          48          49          54          2     
440     Tue. Sep 08, 2009          4          10          18          28          50          35     
439     Fri. Sep 04, 2009          2          4          6          21          44          37     
438     Tue. Sep 01, 2009          2          9          28          51          53          19     
437     Fri. Aug 28, 2009          1          17          31          37          54          31     
436     Tue. Aug 25, 2009          3          12          19          22          40          2     
435     Fri. Aug 21, 2009          9          38          44          48          49          13     
434     Tue. Aug 18, 2009          4          5          26          37          56          25     
433     Fri. Aug 14, 2009          8          22          25          33          35          46     
432     Tue. Aug 11, 2009          6          12          15          32          42          40     
431     Fri. Aug 07, 2009          7          18          35          45          56          3     
430     Tue. Aug 04, 2009          1          28          34          42          50          27     
429     Fri. Jul 31, 2009          17          35          44          52          56          22     
428     Tue. Jul 28, 2009          4          17          24          25          48          34     
427     Fri. Jul 24, 2009          3          6          43          51          52          36     
426     Tue. Jul 21, 2009          3          8          21          50          52          2     
